phi_p,phi_c
0.00030164328657314633,0.0017935871743486975
0.0003036272545090181,0.0017935871743486975
0.00030561122244488983,0.0017935871743486975
0.0003075951903807616,0.0017935871743486975
0.00030957915831663333,0.0017935871743486975
0.0003115631262525051,0.0017935871743486975
0.0003135470941883768,0.0017935871743486975
0.00031553106212424853,0.0017935871743486975
0.0003175150300601203,0.0017935871743486975
0.00031949899799599204,0.0017935871743486975
0.0003214829659318638,0.0015951903807615232
0.00032346693386773554,0.0015951903807615232
0.0003254509018036073,0.0015951903807615232
0.00032743486973947904,0.0015951903807615232
0.00032941883767535074,0.0015951903807615232
0.0003314028056112225,0.0015951903807615232
0.00033338677354709424,0.0015951903807615232
0.000335370741482966,0.0015951903807615232
0.00033735470941883774,0.0015951903807615232
0.0003393386773547095,0.0015951903807615232
0.00034132264529058125,0.0015951903807615232
0.00034330661322645294,0.0015951903807615232
0.0003452905811623247,0.0015951903807615232
0.00034727454909819645,0.0015951903807615232
0.0003492585170340682,0.0013967935871743488
0.00035124248496993995,0.0013967935871743488
0.0003532264529058117,0.0013967935871743488
0.00035521042084168345,0.0013967935871743488
0.00035719438877755515,0.0013967935871743488
0.0003591783567134269,0.0013967935871743488
0.00036116232464929865,0.0013967935871743488
0.0003631462925851704,0.0013967935871743488
0.00036513026052104215,0.0013967935871743488
0.0003671142284569139,0.0013967935871743488
0.00036909819639278566,0.0013967935871743488
0.00037108216432865735,0.0013967935871743488
0.0003730661322645291,0.0013967935871743488
0.00037505010020040086,0.0013967935871743488
0.0003770340681362726,0.0013967935871743488
0.00037901803607214436,0.0013967935871743488
0.0003810020040080161,0.0013967935871743488
0.00038298597194388786,0.0013967935871743488
0.00038496993987975956,0.0011983967935871743
0.0003869539078156313,0.0011983967935871743
0.00038893787575150306,0.0011983967935871743
0.0003909218436873748,0.0011983967935871743
0.00039290581162324656,0.0011983967935871743
0.0003948897795591183,0.0011983967935871743
0.00039687374749499007,0.0011983967935871743
0.00039885771543086176,0.0011983967935871743
0.0004008416833667335,0.0011983967935871743
0.00040282565130260527,0.0011983967935871743
0.000404809619238477,0.0011983967935871743
0.00040679358717434877,0.0011983967935871743
0.0004087775551102205,0.0011983967935871743
0.00041076152304609227,0.0011983967935871743
0.00041274549098196397,0.0011983967935871743
0.0004147294589178357,0.0011983967935871743
0.00041671342685370747,0.0011983967935871743
0.0004186973947895792,0.0011983967935871743
0.00042068136272545097,0.0011983967935871743
0.0004226653306613227,0.0011983967935871743
0.0004246492985971945,0.0011983967935871743
0.00042663326653306617,0.0011983967935871743
0.0004286172344689379,0.0011983967935871743
0.0004306012024048097,0.0011983967935871743
0.0004325851703406814,0.001
0.0004345691382765532,0.001
0.00043655310621242493,0.001
0.0004385370741482967,0.001
0.0004405210420841684,0.001
0.00044250501002004013,0.001
0.0004444889779559119,0.001
0.00044647294589178363,0.001
0.0004484569138276554,0.001
0.00045044088176352713,0.001
0.0004524248496993989,0.001
0.0004544088176352706,0.001
0.00045639278557114233,0.001
0.0004583767535070141,0.001
0.00046036072144288584,0.001
0.0004623446893787576,0.001
0.00046432865731462934,0.001
0.0004663126252505011,0.001
0.00046829659318637284,0.001
0.00047028056112224454,0.001
0.0004722645290581163,0.001
0.00047424849699398804,0.001
0.0004762324649298598,0.001
0.00047821643286573154,0.001
0.0004802004008016033,0.001
0.00048218436873747505,0.001
0.00048416833667334674,0.001
0.0004861523046092185,0.001
0.00048813627254509025,0.001
0.000490120240480962,0.001
0.0004921042084168337,0.001
0.0004940881763527055,0.001
0.0004960721442885773,0.001
0.0004980561122244489,0.001
