I,phi_p
0.068,0.00019030960154800775
0.069,0.000192200511002555
0.07,0.00019411122055610277
0.07100000000000001,0.00019604173020865105
0.07200000000000001,0.0001979920399601998
0.07300000000000001,0.00019995719978599893
0.074,0.00020194710973554867
0.075,0.00020395186975934878
0.076,0.00020598137990689952
0.077,0.00020803069015345077
0.078,0.00021009980049900247
0.079,0.00021219366096830483
0.08,0.00021430732153660768
0.081,0.00021644573222866115
0.082,0.0002186039430197151
0.083,0.0002207918539592698
0.084,0.00022299956499782498
0.085,0.0002252320261601308
0.08600000000000001,0.00022748923744618721
0.08700000000000001,0.00022977119885599426
0.08800000000000001,0.00023208286041430205
0.089,0.00023441927209636048
0.09,0.0002367804339021695
0.091,0.00023917129585647928
0.092,0.00024159185795928978
0.093,0.00024404212021060105
0.094,0.00024651713258566296
0.095,0.00024902679513397565
0.096,0.0002515661578307892
0.097,0.0002541401707008535
0.098,0.0002567389336946685
0.099,0.00025937729688648445
0.1,0.00026204536022680116
0.101,0.0002647480737403687
0.10200000000000001,0.00026748543742718717
0.10300000000000001,0.0002702624013120066
0.10400000000000001,0.00027307401537007684
0.10500000000000001,0.000275920279601398
0.106,0.00027880614403072017
0.107,0.0002817316086580433
0.108,0.0002846966734833674
0.109,0.00028770133850669253
0.11,0.00029074560372801866
0.111,0.0002938344191720959
0.112,0.0002969677848389242
0.113,0.0003001457007285037
0.114,0.0003033681668408342
0.115,0.000306640133200666
0.116,0.0003099566497832489
0.117,0.0003133226666133331
0.11800000000000001,0.0003167381836909185
0.11900000000000001,0.0003202032010160051
0.12000000000000001,0.0003237226686133431
0.121,0.0003272916364581823
0.122,0.000330920004600023
0.123,0.00033460282301411506
0.124,0.0003383450417252086
0.125,0.00034214171070855355
0.126,0.0003460027300136501
0.127,0.0003499231496157481
0.128,0.0003539079195395977
0.129,0.00035795703978519895
0.13,0.00036207051035255176
0.131,0.0003662582312911565
0.132,0.00037051030255151276
0.133,0.0003748366241831209
0.134,0.00037923719618598097
0.135,0.00038371201856009284
0.136,0.0003882660413302067
0.137,0.0003928992644963225
0.138,0.00039761168805844033
0.139,0.00040241321206606036
0.14,0.0004072988864944325
0.14100000000000001,0.00041227366136830686
0.14200000000000002,0.00041733753668768344
0.14300000000000002,0.00042250041250206253
0.14400000000000002,0.0004277573387866939
0.14500000000000002,0.0004331132655663278
0.146,0.00043857314286571437
0.147,0.00044413697068485344
0.148,0.00044980969904849527
0.149,0.0004555913279566398
0.15,0.0004614917574587873
0.151,0.0004675109875549378
0.152,0.00047365396826984135
0.153,0.000479920699603498
0.154,0.0004863161315806579
0.155,0.0004928501642508212
0.156,0.0004995178475892379
0.157,0.0005063340316701584
0.158,0.0005132937664688324
0.159,0.0005204069520347602
0.16,0.0005276785383926919
0.161,0.0005351134755673778
0.162,0.0005427167135835679
0.163,0.0005504932024660124
0.164,0.0005584528422642114
0.165,0.000566600583002915
0.166,0.0005749413747068735
0.167,0.000583480167400837
0.168,0.0005922318111590558
0.169,0.00060119630598153
0.17,0.0006103835519177596
0.171,0.0006198034490172451
0.17200000000000001,0.0006294708473542368
0.17300000000000001,0.0006393857469287347
0.17400000000000002,0.000649558047790239
0.17500000000000002,0.0006600075500377502
0.17600000000000002,0.0006707392036960184
0.177,0.0006817629088145441
0.178,0.0006930935154675774
0.179,0.0007047409237046186
0.18,0.0007167249336246681
0.181,0.0007290603953019765
0.182,0.0007417522587612938
0.183,0.0007548252741263707
0.184,0.0007682992414962074
0.185,0.0007821840609203046
0.186,0.0007965094325471627
0.187,0.0008112852564262821
0.188,0.0008265412327061636
0.189,0.0008422971614858075
0.19,0.0008585777928889645
0.191,0.0008754177770888854
0.192,0.000892836914184571
0.193,0.0009108649043245216
0.194,0.0009295413477067385
0.195,0.0009489008945044725
0.196,0.0009689781948909745
0.197,0.0009898177990889955
