phi_p,phi_c,I,label
0.00020662044834703622,0.057166513341001306,0.1,True
0.00020065941434213892,0.08137219524448282,0.1,True
0.0005233695397112605,0.01225377322232623,0.1,True
0.00025022131962352726,0.04423073351611241,0.1,True
0.0008652512115242927,0.054610857434813,0.1,True
0.0003536416175433801,0.034831964788619885,0.1,True
0.0006050715203556663,0.03724096453637759,0.1,True
0.0006054662529294761,0.02251774572297845,0.1,True
0.000650887276292229,0.08852622941457643,0.1,True
0.00013772615464126517,0.06175579582487496,0.1,True
0.000114926109687731,0.07236426873575759,0.1,True
0.0009249930985671413,0.08845492898448175,0.1,True
0.0005882403159856983,0.06383294931355743,0.1,True
0.0005382963963758388,0.028647852473159693,0.1,True
0.0007877715955570661,0.09008724616052526,0.1,True
0.0006043551830724578,0.03622518747455229,0.1,True
0.00042959585657794563,0.014823021313837802,0.1,True
0.00011023552601058614,0.08423032948995685,0.1,True
0.0006111241322576806,0.019923892406451465,0.1,True
4.425681453283515e-05,0.00412630865390679,0.1,False
0.00021325740938432568,0.057664272604089746,0.1,False
0.0008903217563906834,0.029175338415517598,0.1,True
0.000581948594212672,0.02060927750819724,0.1,True
0.00034389272373494485,0.0224125903796335,0.1,True
0.0007432041383670062,0.05633112830981388,0.1,True
0.0005554748404942685,0.05522817893117808,0.1,True
0.0009217301066813201,0.09089694205823778,0.1,True
0.0003532619343487595,0.01843644546068746,0.1,True
0.00021862009158212035,0.06842158884576403,0.1,True
0.0004884389113261952,0.07715827884768314,0.1,True
0.0005172971604375868,0.033578136428012315,0.1,True
0.0009447568837644792,0.08249614973454622,0.1,True
0.00013627093965126394,0.05967306584927859,0.1,False
0.0009458263984821479,0.018369922339035557,0.1,True
0.00019564298013703674,0.004083847946291895,0.1,True
0.0009897212433775812,0.06347740041632206,0.1,True
0.00021227029837891692,0.03989717131365302,0.1,True
0.0009459895873925553,0.010932391640210998,0.1,True
0.0007049285353853207,0.003850245765556263,0.1,True
0.0005551323043592702,0.03383290436671036,0.1,True
0.0006650827263147142,0.018807664824617043,0.1,True
0.0005038843248832645,0.09276626627616544,0.1,True
0.0004313494607899865,0.015398227537636464,0.1,True
0.00016969800496896746,0.0355739175076349,0.1,True
0.0005414090151522996,0.03312528411212632,0.1,True
0.00020348453780466303,0.0449064429553051,0.1,True
0.000992771571863844,0.05085702441019183,0.1,True
0.0001159243560495776,0.06862948760715096,0.1,True
0.0004362315238416712,0.08344733983275474,0.1,True
0.0008106069986979611,0.09971023170200986,0.1,False
0.0006749322190832767,0.05754604002580241,0.1,True
0.00020529519248264322,0.09795073545343023,0.1,True
0.0003896434633810075,0.012311211354294579,0.1,True
0.000509973675774619,0.06679343469097573,0.1,True
1.741037379542373e-05,0.08847836086181807,0.1,False
0.0006519694206046862,0.049701014235945355,0.1,True
0.0001673310541900771,0.019136939627005266,0.1,True
0.0005136603006822657,0.08523068780912153,0.1,True
0.0006392270639176114,0.08853082286467133,0.1,True
0.0004994021416072086,0.05565458793033605,0.1,True
0.00035384201801607425,0.09112812645158702,0.1,True
0.0008491380617568162,0.08927423768895587,0.1,True
0.0008099485818270031,0.07178817755229518,0.1,True
0.00035379840669884843,0.009281040098827464,0.1,True
0.0005404356379960309,0.0075761636802471905,0.1,True
0.0004643775333330432,0.01391587923195457,0.1,True
0.0002686730412949486,0.08823483674377582,0.1,True
0.0006369843667708032,0.050110967401752665,0.1,True
0.0005417896014010221,0.08448553781330058,0.1,True
0.0002746920799734757,0.08616632160260282,0.1,True
0.00024468141938591674,0.08429043946355308,0.1,True
4.3938139868294916e-05,0.045913817907654246,0.1,False
0.0008518516896638753,0.006655849998367666,0.1,True
0.00045699481081144523,0.08959003734714042,0.1,True
0.0005642826032219309,0.05663517509619044,0.1,True
0.0002968866436860668,0.02931370022373476,0.1,True
1.4425229194036852e-05,0.084077041829122,0.1,False
0.0008737505863540965,0.05120175359248799,0.1,True
0.000672181630929306,0.06455047354131448,0.1,True
0.00037493708576808804,0.09827245345007501,0.1,True
0.00011134056995754573,0.03876848481748055,0.1,True
0.0008389523503664059,0.05170262399967943,0.1,True
0.0005234708994211564,0.07943782638747124,0.1,True
0.000750309455897284,0.0667065025328257,0.1,True
0.0008098590553249809,0.0561323242571251,0.1,True
0.0007636184487293883,0.07950859521059161,0.1,True
0.0008305992374944946,0.045380584843507016,0.1,True
0.00028140783620822344,0.025677412375541362,0.1,True
0.0007449701074930881,0.05800901861952681,0.1,True
0.0008692025056703242,0.021192214999312543,0.1,True
0.00017458464549809964,0.050223519637909685,0.1,True
0.0008489631752799773,0.016886864827928245,0.1,True
0.0005198274358357939,0.031173276390588128,0.1,True
0.00045173992553605724,0.0016273278211661468,0.1,True
0.0006593026556304723,0.014164601940680862,0.1,True
3.6956082605914916e-05,0.06667349837356196,0.1,False
0.00011416935795402156,0.06233803849242021,0.1,True
0.0008930596258418166,0.0951872315237469,0.1,False
0.0002024533603677682,0.06289842134646621,0.1,True
0.0005872069421055425,0.02581926586569394,0.1,True
0.0008220679171037691,0.022752309119216725,0.1,True
0.00037888692757604033,0.007966740299263208,0.1,True
0.0005616157168553494,0.07296385998609486,0.1,True
0.0002443442448440734,0.012267101725625854,0.1,True
0.0008407476542638279,0.04642701452554608,0.1,True
0.0009351458359283623,0.09949760557625041,0.1,True
3.962771607298407e-05,0.03943112586988864,0.1,False
0.0005851311622225345,0.017457978666305086,0.1,True
0.0004556263077409434,0.023220245857074665,0.1,True
0.00019513475693153922,0.08364085198172362,0.1,True
0.0009660337821694406,0.07364362472457459,0.1,True
0.00025054635645167594,0.03363317672474017,0.1,True
7.790997746313126e-05,0.06326586996148355,0.1,False
0.00040407725873061053,0.06547943833476097,0.1,True
0.0001595844690006083,0.09369038637763856,0.1,True
0.0003738399219505125,0.04855133357736372,0.1,True
0.000871953123607584,0.01492641100994125,0.1,True
0.0006276756757091665,0.06951082857381606,0.1,True
0.0006707709279046689,0.08295387177444516,0.1,True
0.000580899758698224,0.05717398547302494,0.1,True
0.0007669803626429641,0.09095501741503495,0.1,True
6.416830355882478e-05,0.03137502723892989,0.1,False
0.0007512913812728065,0.006294184768466048,0.1,True
0.0004950502291201857,0.04031662508283452,0.1,True
0.0008576829663904473,0.08698467259506559,0.1,True
0.0007859061008393657,0.031168876570485685,0.1,True
0.0009649207838287119,0.0756272363826181,0.1,True
0.0008395976260492751,0.041464850358400265,0.1,True
0.0002807100154966878,0.09682070410430715,0.1,True
0.0006405139649100473,0.01821554045220518,0.1,True
0.0009846248967533937,0.02812579017005801,0.1,True
0.0004028535719029873,0.046910993875385575,0.1,True
0.00021679701322246343,0.06950968533724648,0.1,True
0.000993880918169892,0.0011676591041185093,0.1,True
0.00040708128600848675,0.08577268674631806,0.1,True
0.0006350151595587456,0.0654830663875906,0.1,True
6.861587708832591e-05,0.054102313683463424,0.1,False
0.00021668808132617652,0.05412481686214248,0.1,True
2.2588784468112493e-05,0.08184233660037984,0.1,False
0.0006710635521483739,0.08993439007823646,0.1,True
0.00020543872223225535,0.026352483473101616,0.1,True
0.00024985394233531337,0.026288961737481697,0.1,True
0.0008861464415382287,0.07929751907575047,0.1,True
0.0009616445563104632,0.0032701642394008038,0.1,True
0.0004301099441512321,0.0886609766161845,0.1,True
0.0005230205505566069,0.028872416666013763,0.1,True
0.0005157871451848666,0.0027566187988554325,0.1,True
0.0009195988772174236,0.02727428658565843,0.1,True
0.0006214077670849915,0.040545409637980395,0.1,True
0.00023311794078026304,0.022423399603269528,0.1,True
0.0008860688971891527,0.0697320468633115,0.1,True
0.000565277558053391,0.01931321270438019,0.1,True
0.00012029607222187048,0.09649439363529556,0.1,True
0.00015348815276007124,0.03377507681939667,0.1,True
0.0005232227367979273,0.08992532691259963,0.1,True
0.0008971201223407477,0.04848920973118885,0.1,True
0.00010039859859195227,0.02544382070746394,0.1,True
0.000545891435982345,0.08581538451490636,0.1,True
0.0009588126996789601,0.08577972843836501,0.1,True
0.0004058871858233895,0.02116732730334012,0.1,True
0.0006956293919621823,0.0931241245728282,0.1,True
7.056089097787713e-05,0.09212609774074496,0.1,False
0.00039778400662217545,0.09035705123484054,0.1,True
0.0008623374959836634,0.025803698686336102,0.1,False
0.0006615090188170292,0.0036028694941344325,0.1,True
0.0006855711004955584,0.09273040710500746,0.1,True
0.00038926953894247705,0.09038430974422361,0.1,True
0.0007252201082135638,0.008019835389404133,0.1,False
0.0006309706310935149,0.031030401713609726,0.1,True
0.0005869377928885324,0.056495598396410364,0.1,True
0.0009415547144801158,0.033115334674297864,0.1,True
0.0006022137522012062,0.08865821069129425,0.1,True
0.0007700542648438428,0.058634835172836235,0.1,True
0.0003419170954844141,0.03564730551088066,0.1,True
0.00024028320662635127,0.0621542133507306,0.1,True
0.00034408147680539875,0.08068199788333077,0.1,True
2.527987375228461e-05,0.022412100808762228,0.1,False
0.0006784339377353638,0.03950182296315053,0.1,True
0.0009744933547889231,0.04940139758354383,0.1,True
9.037414989383209e-05,0.04964363871185859,0.1,True
0.0009901334423087788,0.031237464743592076,0.1,True
0.00012266560938901998,0.09818155108579807,0.1,True
0.0002536588753039778,0.026063353263052747,0.1,True
0.0008051466294765985,0.07340097736903715,0.1,True
0.000606341730372951,0.021451321317242287,0.1,False
0.0008041377044931265,0.05260487438616698,0.1,True
0.0008958776885690326,0.01493197966019388,0.1,True
0.0005420986637647046,0.07649292985625658,0.1,True
0.0002435898680341031,0.05828705353707604,0.1,True
0.0003884690686662418,0.020612962054332377,0.1,True
6.452791180855738e-05,0.07614706986994595,0.1,False
0.0008740929618783752,0.04467017452178958,0.1,True
9.291780118468167e-05,0.08029475388868502,0.1,True
0.000504555096004565,0.03337866861510388,0.1,True
0.0007017228795186783,0.07726771787531957,0.1,True
0.0006354380534428862,0.05982640167551633,0.1,True
0.0009628348382839517,0.08605848217380233,0.1,True
0.0003599413800962841,0.08728742375446208,0.1,True
0.0009608563325351408,0.02274482689236817,0.1,True
0.00011625621387599819,0.06301466224481479,0.1,True
0.0007427876693905437,0.06437302729969456,0.1,True
0.0005392220977542142,0.031080270852394207,0.1,True
0.0008214316347544545,0.0069668413982676165,0.1,True
0.00021573231541594404,0.02284001255839853,0.1,True
0.0002371584407685621,0.019480481917732072,0.1,True
6.157431078359411e-05,0.07825273837288368,0.1,False
0.00041917414225692333,0.016497327558435294,0.1,True
7.755171120883249e-05,0.0327006325959718,0.1,False
0.000719101352845993,0.013196949653097218,0.1,True
0.0005772919674427079,0.08026918127633274,0.1,True
0.0007761544926869223,0.06328049612181395,0.1,True
0.0007806794593399556,0.08379032258587493,0.1,True
0.0002688950427464857,0.07394908540440409,0.1,True
3.715097875705356e-05,0.08526963364847424,0.1,False
0.0009074595791368387,0.06032012349142607,0.1,True
0.0004039755423180499,0.055665590288933156,0.1,True
0.0003535789588088916,0.07992585589500388,0.1,True
0.0004927987148295075,0.05784468953493196,0.1,True
0.0003142608824386154,0.09248444039911671,0.1,True
0.00023469387463864088,0.011287583585068189,0.1,True
0.0008701153089534781,0.08182073150313218,0.1,True
0.00042619326901759743,0.06297012478954755,0.1,True
0.000495947364249768,0.09553869578913693,0.1,False
0.0006229583382972065,0.0582470028653306,0.1,True
0.0006006982957279723,0.024240606582785065,0.1,True
0.0006583377190661041,0.027883624929901884,0.1,False
0.0001903853650774641,0.005608563246647597,0.1,True
0.000493486033985812,0.06232991248224677,0.1,True
0.00018137081309115127,0.03682248439321469,0.1,True
0.0008285958962306796,0.05499319891094217,0.1,True
0.0009954869759769955,0.08701382008332297,0.1,True
0.0009123721994556142,0.08868332104649385,0.1,True
0.0007264685158007167,0.05454916587683142,0.1,True
0.0005879815410027925,0.011525381949406565,0.1,True
0.000798383643478273,0.08522533964262091,0.1,True
0.0008068303154202711,0.04636669332265711,0.1,True
0.0002783520629900614,0.08836670357244765,0.1,True
0.0008836979194760614,0.054359496736882625,0.1,True
0.0001043063550069022,0.06464748969957182,0.1,True
0.00023782921628463918,0.009496270554151448,0.1,True
0.00045330802636029505,0.007954962083633638,0.1,True
0.0008405462304564711,0.028674220702614554,0.1,True
0.00023928646985284648,0.05500062139970657,0.1,True
0.0009634019551224906,0.005738706178500778,0.1,True
0.0006508481567111158,0.036886222608249156,0.1,True
0.0009915794797268882,0.023707419777788882,0.1,True
0.0009787202312944512,0.09790367793094194,0.1,True
0.00033818094098401997,0.03232822662903532,0.1,True
0.0005110706147261784,0.003977633885500509,0.1,True
0.0002189936270875321,0.0506392412959253,0.1,True
0.0004194519111814596,0.043433519747610866,0.1,True
0.00028307789526671906,0.05976403013989547,0.1,True
0.00041146937684391493,0.050893525060022274,0.1,True
0.0004211296414826428,0.09959406007715663,0.1,True
0.0001559644034219059,0.053543710148735275,0.1,True
0.0009958857336841256,0.07399366209555051,0.1,True
0.0007883935919542712,0.07552320094212181,0.1,True
0.00042279948283278484,0.059229298975356746,0.1,True
0.0006596304866141801,0.08158915960280651,0.1,True
0.000354184251888515,0.0637647670790284,0.1,True
8.881189298312463e-05,0.041215428169952134,0.1,True
6.594567575639623e-05,0.09582095267095764,0.1,False
0.00012446899494050688,0.01444498567011289,0.1,True
0.0004222158877088891,0.02400164395286355,0.1,True
0.00042467204922583393,0.015187437215874577,0.1,True
0.0005912840436407087,0.04663496521763172,0.1,True
0.000639674322160767,0.03943800673746898,0.1,True
0.0005191123976530183,0.020246629262875813,0.1,True
0.00038473848263148537,0.032161652616453845,0.1,True
0.0006552795923029758,0.09230800085630082,0.1,True
0.00021028713606042893,0.06699827890752148,0.1,True
7.506076128752476e-05,0.08648136617385356,0.1,False
0.0004678307818434429,0.03155078756151039,0.1,True
0.00025848597256196095,0.07121575282541108,0.1,True
0.0007948497092739235,0.04962340224262307,0.1,True
0.0002101455978505273,0.025448543851646018,0.1,True
0.0007314068801666593,0.0558916196574082,0.1,True
0.00075570705482575,0.017236748775531732,0.1,True
0.0005123848899062689,0.04893625733961537,0.1,True
0.0005810428287658074,0.008447011294351634,0.1,True
0.0004533972434226118,0.04640088248149177,0.1,True
0.0008431576056739329,0.08304034548527897,0.1,True
0.0005978781999039715,0.029400551980500077,0.1,True
0.00044635198127680314,0.07484462765955063,0.1,True
0.0005801285417176246,0.04465657769899493,0.1,True
0.0007129730476656362,0.05189570355930692,0.1,True
0.0006147908927944488,0.05254787897334257,0.1,True
0.0008116775356038264,0.00951443325491964,0.1,True
0.0004742995605661648,0.023804668178446602,0.1,True
0.0005310933076770533,0.007156739578075494,0.1,True
0.00015116553336532647,0.001233491503333187,0.1,False
0.0008387899349912218,0.030788320807143738,0.1,True
0.0005177775542813082,0.07376965767675545,0.1,True
0.0007638982617612399,0.08398960119179327,0.1,True
6.487322557446248e-05,0.021835030722349765,0.1,False
0.0003955010962000672,0.0382806620528653,0.1,True
0.0003588416521482095,0.06207876003610317,0.1,True
0.0002191221029668733,0.04218868515900427,0.1,True
0.0007769024691268262,0.03452117801308097,0.1,True
0.00043803196709748594,0.04423069322458065,0.1,True
0.0004236843383149101,0.027228230476929214,0.1,True
0.00029022696483976097,0.014117989132192938,0.1,True
0.0008045979439752704,0.044558084536722775,0.1,True
7.916425462227105e-05,0.06291708050971094,0.1,False
0.00047025619260762614,0.06038450372108909,0.1,True
0.0002803337154171687,0.006646287890580363,0.1,True
0.0008866355772170946,0.006756519904060451,0.1,True
0.0009322124304307311,0.007295247184560703,0.1,True
0.0008556339992678375,0.05682814387176648,0.1,True
2.9849143003644298e-05,0.07339493671099892,0.1,False
0.0001909440127972122,0.06429933596816853,0.1,True
0.0007784072883450799,0.009132711062894424,0.1,True
0.0002518903461844469,0.009161238997126762,0.1,True
0.00047646330575360315,0.0934866231188523,0.1,True
0.0009868291198842402,0.03993705918356904,0.1,True
0.00010075223082139927,0.09972271252444169,0.1,True
0.00038242980893579253,0.06565492015432979,0.1,True
0.000467865330487253,0.043277059076056085,0.1,True
0.0002512663987215149,0.07716388722113753,0.1,True
0.0006655964795864213,0.05402672797045288,0.1,True
0.0006000628016935574,0.08865911731097649,0.1,True
0.0006243032402949762,0.09869669468027793,0.1,True
8.60384089137801e-05,0.06263460972730439,0.1,True
0.0003153951303848508,0.09296998700663577,0.1,True
0.0005917164663254886,0.020398430501317538,0.1,True
0.0006451448488209905,0.042295227928242425,0.1,True
0.0007317690976768019,0.02624362219132175,0.1,True
0.0005430058338116038,0.0997128501862574,0.1,True
0.000810788332700554,0.058687275463262176,0.1,True
1.399750916927286e-05,0.09874311930432356,0.1,False
0.0001615075044376461,0.06787963882261475,0.1,True
0.0007545535993987245,0.009126858813340934,0.1,True
0.0005459571384507327,0.04736597869948733,0.1,True
0.0004666613071491455,0.05834663837400581,0.1,True
0.0008753871337918635,0.03328384244620639,0.1,True
8.035308770609015e-05,0.04015723750110787,0.1,False
0.0005212380733602215,0.020707162434494608,0.1,True
0.0008430210721364156,0.0012464900752911594,0.1,True
0.0007826148664298641,0.04074956252486808,0.1,True
0.0003931865345060541,0.057510258420424315,0.1,True
0.0005848046273023753,0.006517025285250531,0.1,True
0.0003179066992709695,0.06086126734192516,0.1,True
0.00022645441530916237,0.0033877904222334317,0.1,True
0.00032007633560876623,0.04490966154343277,0.1,True
0.00024845467981018374,0.023563287025399438,0.1,True
9.714338184395064e-05,0.08257627082359391,0.1,True
0.000434687350044722,0.02164091580065762,0.1,True
0.0009541419322182143,0.07108693165634457,0.1,True
0.0009879210492621932,0.060788492218329576,0.1,True
0.0009580296023499838,0.09620411688734026,0.1,True
0.0008273659599194115,0.09153596064479667,0.1,True
0.0009010497613820451,0.02857532582105057,0.1,True
5.37167085589121e-05,0.004563073842994099,0.1,False
0.00014231573743926298,0.00864617320996324,0.1,True
0.0007026416695585955,0.04636861739792308,0.1,True
0.0006861925285761031,0.046311773256434444,0.1,False
0.0004713475223000823,0.0848003889011038,0.1,True
0.0004626460838291659,0.03144620675671996,0.1,True
0.00011719033660851749,0.08633635317831112,0.1,True
0.00013295523008108226,0.09794378704286597,0.1,True
0.0009586972895305329,0.029681123171629444,0.1,True
0.0009668324782014812,0.08951606952554869,0.1,True
0.0006964760363395034,0.0015221554479301605,0.1,True
0.0009428657864879021,0.04025927896040876,0.1,True
0.0007729656069342983,0.0691129278666698,0.1,True
0.000372973623807796,0.0858734054961417,0.1,True
1.0765852776883215e-05,0.09481320667688695,0.1,False
0.00019071323316282966,0.08734119064970565,0.1,True
0.0006575387798285192,0.05190184615933576,0.1,True
0.00029043907815963136,0.0993852576227514,0.1,True
0.0008346713463662341,0.022423881757681334,0.1,True
0.00020351916277372946,0.08040296887260993,0.1,True
0.000327098756560398,0.0059929524517958995,0.1,True
0.0008485860632940143,0.09065631693439913,0.1,True
0.0003071390038721486,0.03987064534656172,0.1,True
0.0007147376581808409,0.008409362507643306,0.1,True
0.0007253793898640598,0.014546836405166397,0.1,True
0.00040491889830976743,0.03310580681313402,0.1,True
0.0006053180963363233,0.02254816302721485,0.1,True
0.0009866906478354456,0.038629732969213654,0.1,True
0.0006579386543727718,0.09590786803496545,0.1,True
0.0007631510927716673,0.03932968613661902,0.1,True
0.0005918734181892929,0.013220848347873366,0.1,True
0.0002957335424781057,0.02735584016052524,0.1,True
0.000633520882832045,0.06492787472761186,0.1,True
0.0002539048734763337,0.06937413356204836,0.1,True
0.0009959771603420045,0.04470947925778512,0.1,True
0.0006773753672140593,0.052372537612526485,0.1,True
0.0007263878809277591,0.06315494831029962,0.1,True
0.0008281176026892496,0.06944104063604735,0.1,True
0.0002097225418109311,0.032994306257229655,0.1,True
0.000946111177531654,0.017642140650492313,0.1,True
8.110245662475851e-05,0.03129683206457033,0.1,False
0.0008108536120706248,0.027660201353229982,0.1,True
0.0001624116693161934,0.03766893969887911,0.1,True
0.0008576621781639969,0.04834736311422493,0.1,True
0.0008424772586722547,0.00987899772187107,0.1,True
0.0005919649790263372,0.08604296488540761,0.1,True
1.519351748292546e-05,0.039107013777048255,0.1,False
0.0006191696865088073,0.023970101268779506,0.1,True
0.0007319613131228079,0.049568399288409774,0.1,True
0.00042245959440568133,0.09396572134579619,0.1,True
0.0004596059464017529,0.06664796593957484,0.1,True
3.7468471225211386e-05,0.03875070026637007,0.1,False
0.0008315951461475348,0.07536792577027449,0.1,True
0.00044835034396617247,0.023191973434404614,0.1,True
0.0008398500898296088,0.09254198640750005,0.1,True
0.00022499472047795289,0.007987040031531053,0.1,True
0.0008408023208134059,0.0554742927374782,0.1,True
0.00037180705079709004,0.00366512175687281,0.1,True
0.0005851314031502362,0.08825617985416244,0.1,True
0.0005963012996347743,0.06633057586581881,0.1,True
0.00017181474010261662,0.057955787063639935,0.1,True
0.00024631799211117123,0.0019779001131818965,0.1,True
7.322848825985213e-05,0.014354539749978162,0.1,True
0.000789137424750897,0.05527438798522757,0.1,True
0.00021212789438562887,0.06543300830793713,0.1,True
0.0007365401868304198,0.042493730017077534,0.1,True
0.0006117867051604326,0.04288375378896585,0.1,True
0.000918052634073267,0.07376935777491968,0.1,True
0.0005463073486676633,0.0441652804407467,0.1,True
0.0008874920021209918,0.06430479371539373,0.1,True
0.0005375644404320471,0.048393255785664335,0.1,True
0.0006887374457014025,0.07755930135260661,0.1,True
0.0007167027534444288,0.044130141947310735,0.1,True
0.0007322245608893669,0.05593766385099266,0.1,True
0.000657316802131696,0.058369209741242815,0.1,True
0.0005481928005607183,0.07900737353057814,0.1,True
0.0005490236773586654,0.057589900577801355,0.1,True
0.0007058934580377659,0.06314007089221373,0.1,True
0.0009409695057069616,0.066493556625248,0.1,True
0.0008700748402976153,0.061355541081774614,0.1,True
0.0002589218452649217,0.028253913890210022,0.1,True
2.143746708116463e-05,0.08476142132246936,0.1,False
0.000500060274531505,0.08028493775625849,0.1,True
0.0001376268114530718,0.052321875384565356,0.1,True
0.0006658777401545294,0.010874261225753298,0.1,True
3.754392369674386e-05,0.037593582752076776,0.1,False
0.0009370506280047783,0.05359311979780399,0.1,True
0.0008354950011476568,0.005541800068280952,0.1,True
0.00018311638520957443,0.011742349438100659,0.1,True
7.212922625772326e-05,0.07213593714047735,0.1,False
0.000504868191067852,0.09903556129436754,0.1,True
0.0008724364192698081,0.09090753874088109,0.1,True
5.9353420132543304e-05,0.016620557832237263,0.1,True
0.00036316925131228174,0.05678278304759015,0.1,True
0.0003489064614363795,0.07958147301793746,0.1,True
0.000772245132600671,0.07572855342562315,0.1,True
0.0008161962372899857,0.08659532269884766,0.1,True
0.00037555907346091224,0.020614877301091433,0.1,True
0.0008080401701231078,0.02391356511824359,0.1,True
0.0004445408877271901,0.08741729051074973,0.1,True
0.0006772651139511585,0.08940401715452122,0.1,True
0.00016899391814768756,0.017170488162284163,0.1,True
0.0008310716001358631,0.03537517278723876,0.1,True
0.0008003409076435322,0.015197220137178478,0.1,True
0.0007312979228931114,0.08320615390157014,0.1,True
0.00036657143845143856,0.005928736924311512,0.1,True
0.0006496549663806509,0.027237394864006018,0.1,True
0.00016496732129176326,0.004036357919131489,0.1,True
0.0007025083673333146,0.06802924819387383,0.1,True
3.523972272541806e-05,0.015889162386038495,0.1,False
0.0003690948770165628,0.061269330919474216,0.1,True
0.00047010401132658566,0.09108385338891713,0.1,True
0.0005689094521189725,0.052908207198746726,0.1,True
0.0003031376747721704,0.07532714129699353,0.1,True
0.0008433767586187868,0.09954031254753466,0.1,True
0.0006560693879535858,0.015729365180915014,0.1,True
0.0005062029040388705,0.038179861349468734,0.1,True
0.0006626911322716607,0.08270589966217956,0.1,True
0.0008388816901860102,0.09985300579612409,0.1,True
0.00036685699051669263,0.06211368956263486,0.1,True
0.0005085977939999673,0.086062902808916,0.1,True
0.0008706824469040971,0.06456249742852625,0.1,True
0.0005954084016622206,0.0534925821365559,0.1,True
0.00014859133258217472,0.011910474552881346,0.1,True
0.0008455146280741806,0.09234694368174637,0.1,True
0.0009015422351906667,0.0836900576240556,0.1,True
0.0007336715912530146,0.021548176798847737,0.1,False
5.5709969535144136e-05,0.04402163159448829,0.1,False
0.0006635639011195147,0.009767750856671531,0.1,True
0.0009379970444037907,0.026271731390262277,0.1,True
0.0005265906658124986,0.023010916158659234,0.1,True
0.0009847419690906332,0.07583577322945796,0.1,True
0.0009733373553493894,0.015557985686707583,0.1,True
0.0009042700087315193,0.04934899831253935,0.1,True
0.0007888670179036949,0.0955490399880344,0.1,True
0.0005989236980552172,0.06844183341033727,0.1,True
0.0004444675559650959,0.045481301586371994,0.1,True
0.00018745744074767176,0.07501285074382169,0.1,True
5.409359811090851e-05,0.07478490871785358,0.1,False
0.0007426852972802471,0.08236217176902935,0.1,True
0.00018924476395477824,0.054844187341553004,0.1,True
0.00012807091101323153,0.054976514759954756,0.1,True
0.0006340162074728976,0.06696394587458361,0.1,True
0.0004053486945148801,0.0718756902242751,0.1,True
0.0007060729228970355,0.07318695168630046,0.1,True
0.00012106115590273739,0.030597397367550697,0.1,True
0.0004694056021279914,0.09731864919497756,0.1,True
0.0004837430294863066,0.09848752051954344,0.1,True
0.000405258238033174,0.04886944173756531,0.1,True
0.0009267424533462347,0.08710525321343884,0.1,True
0.00031524052690877616,0.011600308865116139,0.1,True
0.0006608687997756819,0.08341604027404274,0.1,True
0.0009337582194077423,0.09604333745526704,0.1,True
0.0005721328412391702,0.0900888911841667,0.1,True
0.00023126834858299482,0.031422497425344226,0.1,True
0.0002381078056910784,0.03029978524524123,0.1,True
0.0009311965970479017,0.0708478429967274,0.1,True
0.0005771475675513621,0.06488421796771801,0.1,True
0.0004482121638377996,0.023658498208470744,0.1,True
