phi_p,I,label,I_range
0.0005701141814276017,0.24968889896387697,False,low
0.0007049821592992677,0.2945460087479385,False,low
0.000651468997379198,0.002236487497654517,True,low
0.0006559087259558213,0.4281252918980273,False,low
0.0003230520103058027,0.3054022297140111,False,low
0.0007895578997660944,0.06543902951740344,True,low
0.0005536529397636826,0.40836217921533774,True,low
0.0004371040132280912,0.3588114262538318,False,low
0.0006297523561316465,0.3793914721883549,False,low
0.0003670507611057518,0.19662918846906624,False,low
0.0005176118521606907,0.42724705084080106,False,low
0.0007393386315973981,0.20759976348404877,False,low
0.0008875388578564706,0.2856840673198501,False,low
0.0009218466253222398,0.001320509546236989,True,low
0.0005085965959312682,0.32279168422425325,False,low
0.0005250723635931634,0.3593697202718404,False,low
0.0008018717066561981,0.28398757337890734,False,low
0.00032130618482675925,0.2487828497047644,False,low
0.0008390085387216179,0.40515830038214246,False,low
0.0004992002300522493,0.3410049858654557,False,low
0.00012469815709191572,0.13975894582029147,False,low
8.133855560221426e-05,0.47957759570191294,False,low
0.0008435732789290686,0.35392632990347506,False,low
6.501223773780913e-05,0.4939815255272999,False,low
0.0002878053217723194,0.48565939681816533,False,low
0.0003407887400965304,0.4595359516822348,False,low
0.00018126450073967785,0.3779303990714285,False,low
0.00032075443610396937,0.30510525487998674,False,low
0.0007452656410578348,0.08691316117777918,True,low
2.453601512447006e-05,0.2721323572944551,False,low
0.0008289016902754796,0.3829228846747693,False,low
0.0008579825433388126,0.2609077221940783,False,low
0.0003785389574596327,0.4342513250744232,False,low
0.00016207677007002845,0.055718293696657435,False,low
0.0006048320038656301,0.1910892336762684,False,low
0.0001284758303062454,0.25347624487823495,False,low
0.00037127016746747,0.2167303226386849,False,low
0.0009588448890919627,0.05518468736295499,True,low
0.0009955098278578009,0.07761061872827063,False,low
0.0007743838424410398,0.4189710291348881,False,low
0.00031785189482155856,0.24270774534152406,False,low
0.0006907883986744316,0.025312490949611095,True,low
0.0007083523018291726,0.009229138229847306,True,low
0.00039396327821201326,0.23726422559516896,False,low
0.0006444797482402978,0.08302498423629741,True,low
2.062036852591948e-05,0.35285784705361173,False,low
0.00021696708201621905,0.3978664078013479,False,low
0.0005298374199375886,0.1149200575200957,True,low
0.0001721137912157129,0.2964962954960086,False,low
0.0001742477991977683,0.07806787709920762,False,low
0.0008379412476447356,0.15248774314559913,True,low
0.0009892416726567696,0.44450895159653525,False,low
0.0005604097337481639,0.2725049476496731,False,low
0.0008406790335728963,0.44305845887695583,False,low
0.0009904184476830099,0.11339865428557397,True,low
0.00015017992968308696,0.16568214728108435,False,low
0.0004537631571218076,0.2360051170899517,False,low
0.0003986469886835007,0.2405599575220769,False,low
8.924879080972316e-05,0.4988263356246665,False,low
0.0007577768710667971,0.05810821416659391,True,low
0.0004394412370493671,0.4261305527651938,False,low
0.0004746336648484973,0.4319773376715132,False,low
0.00015916624407510778,0.2770461171373559,False,low
0.00018911738570855945,0.17267454696131773,False,low
0.0009080325859346528,0.2600938260398598,False,low
5.4202598084536093e-05,0.14694138469847534,False,low
0.00024052376209426918,0.39975461677152985,False,low
0.0002991387370113831,0.24964130019645472,False,low
0.0004952955669775706,0.4629952472598478,False,low
0.000590580721284648,0.31172298083366584,False,low
0.00049835707609216,0.257645347224227,False,low
9.327418121131321e-05,0.3558236076348485,False,low
0.00025123077951515644,0.2524625492506869,False,low
0.0008451525009149157,0.45234866885930414,False,low
0.0006412128134736745,0.0930385344825338,True,low
0.0006526575596329316,0.4867009931892069,False,low
0.0006735012227978414,0.40628308537374486,False,low
0.0007652739888491338,0.4305059475705699,False,low
6.752739690423286e-05,0.2419710083531645,False,low
0.0003729423010832863,0.4187635731194611,False,low
0.0005441321609090619,0.15408026770502536,True,low
0.00034507191846435277,0.3812121411035234,False,low
0.0008460340845543147,0.0710846290361223,True,low
0.000487746783501421,0.15421890606529184,True,low
0.0007709413135647854,0.22342059901650668,False,low
0.0008534953617123573,0.1618375393535675,True,low
0.0005097435680744631,0.19412154069646761,False,low
0.0009104567214326364,0.4102322676470653,False,low
0.0005912527011316108,0.1290812701789416,True,low
0.0008517715558453846,0.37289530490513156,False,low
0.00034718488763560906,0.03778232248671427,True,low
0.0005038287889461704,0.38310381465001536,False,low
0.0005360969305945319,0.3962195981720567,False,low
0.00011392991873710987,0.20144768897573853,False,low
0.00040456698163452527,0.36151643376056775,False,low
0.0009181642958261593,0.4576540634688045,False,low
0.000634523917961095,0.4005557738037089,False,low
0.00018573151661259782,0.19583280868808298,True,low
0.00034546707925350894,0.24262254362575214,False,low
0.00019968697956607284,0.3898994148481169,False,low
3.4574900480586816e-05,0.14700470033471266,False,low
0.0009281858539189864,0.4021374874141279,False,low
0.0004537252549743028,0.16470750013790963,False,low
0.0003144597216965783,0.4031893006103835,False,low
0.0006024924196421593,0.04431342123201095,True,low
1.724131173008548e-05,0.023154251158384476,False,low
0.00028524188553480574,0.4988400482375413,False,low
0.0007060031310419036,0.43485910449410986,False,low
0.0006374320753385704,0.44154090422963577,False,low
0.00098198788806711,0.4756886938557021,False,low
0.0006241541325614637,0.21971983839782944,False,low
0.0004827308148914555,0.14413094178539596,False,low
0.0007638182375521676,0.06588247251393359,True,low
0.0009042945932444125,0.2511033576356938,False,low
0.0007234889872511681,0.11080411191782731,True,low
0.0009635791113138858,0.46783987751292055,False,low
0.0007841851190307955,0.0029975780589467688,True,low
0.0008681334238793072,0.07245517213381768,True,low
