I,phi_p
0.083,0.0002207918039590198
0.084,0.000223000715003575
0.085,0.00022522952614763075
0.08600000000000001,0.0002274881874409372
0.08700000000000001,0.00022976674883374418
0.08800000000000001,0.00023207516037580188
0.089,0.00023441342206711034
0.09,0.00023678153390766955
0.091,0.00023916954584772923
0.092,0.00024158740793703967
0.093,0.00024403512017560087
0.094,0.00024651268256341285
0.095,0.00024903004515022575
0.096,0.0002515673078365392
0.097,0.00025413442067210337
0.098,0.0002567413337066686
0.099,0.00025937809689048446
0.1,0.00026204471022355115
0.101,0.0002647511237556188
0.10200000000000001,0.0002674873874369372
0.10300000000000001,0.0002702634513172566
0.10400000000000001,0.00027306936534682676
0.10500000000000001,0.0002759150795753979
0.106,0.00027880059400297
0.107,0.00028172590862954316
0.108,0.0002846910234551173
0.109,0.0002876959384796924
0.11,0.00029074065370326854
0.111,0.00029383511917559593
0.112,0.00029696938484692425
0.113,0.0003001434507172536
0.114,0.0003033672668363342
0.115,0.00030664083320416604
0.116,0.0003099541997709989
0.117,0.000313317316586583
0.11800000000000001,0.0003167301836509183
0.11900000000000001,0.0003202027510137551
0.12000000000000001,0.0003237151185755929
0.121,0.00032728718643593223
0.122,0.000330918954594773
0.123,0.00033460047300236503
0.124,0.00033834169170845856
0.125,0.0003421426107130536
0.126,0.0003460032300161501
0.127,0.0003499235496177481
0.128,0.0003539035695178476
0.129,0.00035795323976619886
0.13,0.00036207256036280185
0.131,0.00036625158125790634
0.132,0.0003705102025510128
0.133,0.000374838474192371
0.134,0.00037923639618198097
0.135,0.0003837139185695929
0.136,0.00038826109130545656
0.137,0.00039289781448907245
0.138,0.00039761413807069037
0.139,0.0004024100620503103
0.14,0.00040729553647768244
0.14100000000000001,0.0004122705613528068
0.14200000000000002,0.0004173351366756834
0.14300000000000002,0.00042249921249606253
0.14400000000000002,0.00042775283876419384
0.14500000000000002,0.0004331059655298277
0.146,0.00043856854284271427
0.147,0.0004441306206531033
0.148,0.0004498021490107451
0.149,0.00045559307796538985
0.15,0.00046149345746728735
0.151,0.0004675132375661879
0.152,0.00047365241826209133
0.153,0.0004799209496047481
0.154,0.000486318831594158
0.155,0.0004928460642303212
0.156,0.0004995125975629878
0.157,0.0005063283816419082
0.158,0.0005132934164670823
0.159,0.0005204077020385102
0.16,0.0005276811884059421
0.161,0.0005351138755693779
0.162,0.0005427157135785679
0.163,0.0005504966524832624
0.164,0.0005584566922834615
0.165,0.000566595832979165
0.166,0.0005749339746698734
0.167,0.000583481067405337
0.168,0.0005922271611358057
0.169,0.0006011921559607798
0.17,0.0006103860019300097
0.171,0.000619798748993745
0.17200000000000001,0.0006294701973509868
0.17300000000000001,0.0006393804469022346
0.17400000000000002,0.000649559347796739
0.17500000000000002,0.0006600069000345003
0.17600000000000002,0.0006707330536652684
0.177,0.000681757708788544
0.178,0.0006930908154540772
0.179,0.0007047423237116186
0.18,0.0007167221836109181
0.181,0.0007290602453012265
0.182,0.0007417465587327937
0.183,0.0007548209241046205
0.184,0.0007682932914664574
0.185,0.0007821835609178046
0.186,0.0007965016825084125
0.187,0.0008112874564372822
0.188,0.0008265408827044135
0.189,0.0008422918114590573
0.19,0.0008585800429002146
0.191,0.0008754155270776354
0.192,0.0008928281141405707
0.193,0.0009108675543377717
0.194,0.0009295437977189886
0.195,0.0009488966444832225
0.196,0.0009689758448792245
0.197,0.0009898112490562454
0.198,0.0010114526072630364
0.199,0.0010339496697483487
0.2,0.0010573422367111836
0.201,0.0010816999584997925
0.202,0.001107072585362927
0.203,0.0011335297676488382
0.20400000000000001,0.0011611411557057786
0.20500000000000002,0.0011899863499317497
0.20600000000000002,0.0012201449507247537
0.20700000000000002,0.001251716458582293
0.20800000000000002,0.0012847904239521198
0.20900000000000002,0.0013194961974809874
0.21,0.0013559432297161485
0.211,0.0013942608713043566
0.212,0.0014346182730913654
0.213,0.001477164685823429
0.214,0.0015220891604458022
0.215,0.0015695906979534898
0.216,0.0016199080995404978
0.217,0.0016733000665003325
0.218,0.001730045200226001
0.219,0.0017904917524587624
0.22,0.0018549879749398747
0.221,0.0019239716698583494
0.222,0.0019979303896519485
